periods_n,posts_total,vol_tv_mean,vol_tv_p90,turn_rate,entropy_mean,hhi_mean,top1_mean
24,904,0.3419949137979033,0.46347344411860547,0.4782608695652174,1.1821870240452663,0.39137874884360907,0.5192849546459839
23,678,0.6481371146405825,0.9336021505376345,0.7272727272727273,1.6686096461882212,0.30359101182242504,0.4128844887128435
8,998,0.3401727770336845,0.3666488438129437,0.7142857142857143,2.57410110386941,0.10506270338674056,0.19665685695658094
24,546,0.584114645211006,0.7492063492063492,0.8260869565217391,1.9549026109664964,0.20135796703060493,0.31963481743248756
9,641,0.27539481539984667,0.5097971602434077,0.25,0.8366071413180847,0.5857787683647397,0.7280203676171888
12,593,0.5941345263656241,0.7494553376906318,0.9090909090909091,1.9167610064666596,0.23233562822979037,0.34874481186610556
15,373,0.6282843230385692,0.921739130434783,0.8571428571428571,1.7468790268433638,0.2806938477493358,0.3782446327494489
24,572,0.5182054691071817,0.766516290726817,0.4782608695652174,1.8282034784124053,0.2453306294608697,0.3817092853624
5,825,0.29853654271505686,0.42288920056100987,0.5,2.6028589945433533,0.0987976520198675,0.19444145933475648
7,100,0.18333333333333332,0.31666666666666665,0,0.43158111905012203,0.756904761904762,0.8452380952380952
8,846,0.16790740896783368,0.18649048625792813,0,1.8076398830383509,0.24781419798534407,0.4297359964680667
6,976,0.14616102666662117,0.17374932181414313,0,1.468064640695643,0.307886117269853,0.4340498665509802
27,888,0.49625429709620533,0.8755980861244019,0.5384615384615384,1.2557950645753513,0.4085656219776034,0.5542302485977035
4,991,0.3271590898616163,0.44731043746323884,0.6666666666666666,2.8570993752673512,0.0725561215680646,0.13016171308793217
15,567,0.33048582997545217,0.5301136363636365,0.14285714285714285,0.8585780316977514,0.5596829400032062,0.6962553127547721
3,1000,0.35587691680445765,0.3719789349702145,1,2.7721320297072136,0.08501691843611885,0.16117269549329166
17,436,0.46492590412127655,0.7489898989898989,0.5,1.360551558230523,0.38457561197419987,0.5265443236326718
24,811,0.33404681480672804,0.4491436100131752,0.2608695652173913,1.6639971947525358,0.28693479839653546,0.43025335197375986
5,931,0.17650471802061607,0.1894593986162246,0.75,2.2160095416873484,0.14485695769105228,0.24039821012009727
6,694,0.169900914388744,0.21827362292879535,0.4,1.445550595503068,0.30528718449304465,0.4104972988847228
3,787,0.3176276307840512,0.3784240501420501,0,2.567681154438494,0.10671171866919894,0.20819165741436174
2,917,0.2762163266497388,0.2762163266497388,1,2.765407847718574,0.08706169447292492,0.16286154160464641
21,839,0.5916835939440609,0.80125,0.85,2.005076121927501,0.2022363443236328,0.3101254557926067
14,791,0.34203767149078257,0.4550282840980515,0.5384615384615384,2.46342750997914,0.10519972448736693,0.1858231196863225
5,839,0.30526415454171474,0.3256081081081081,0.25,2.5379378847697938,0.10982952094854563,0.18513133289932462
13,496,0.4603562298345783,0.7041205933654445,0.9166666666666666,1.7223049456667057,0.21673549009613,0.3098163604936367
3,946,0.4372244030698678,0.4734311228152214,0.5,2.5645886430200506,0.09418412143820509,0.16157278083369908
4,905,0.31379201656918493,0.3885390403403719,0.3333333333333333,2.7262715860349216,0.0934837259511068,0.18932562998554733
2,834,0.2007861159823426,0.2007861159823426,0,2.372405851312698,0.17364054574742066,0.35976295579609363
18,974,0.4030737487831283,0.5121893178212586,0.6470588235294118,2.444951853130942,0.11690231328909761,0.22180551146917205
4,947,0.254403516396448,0.2812465058076756,0,2.770635477062247,0.09625018481411848,0.22406322476004906
3,970,0.3641163290653485,0.47576120191295956,0.5,2.8121613319459526,0.0770281039112881,0.13941235776249208
13,656,0.28431100689385563,0.4611688311688312,0,1.01219820007651,0.5416462055579856,0.6857279319201767
16,952,0.5721732837767404,0.7995872754696284,0.5333333333333333,2.2177252802567406,0.1934366782360074,0.3017793034699572
10,859,0.196163858663153,0.286628965576334,0,1.221930263365773,0.44204889814544773,0.6163471937038707
7,668,0.3996298874103839,0.557566495066495,0.5,2.413427126721071,0.14562162150787325,0.2694630567007288
12,620,0.6256582909593511,0.7838137472283814,0.9090909090909091,1.931630168443531,0.2502444231058851,0.36697535159455263
