period,posts_n,top_topic,top1_share,entropy,hhi,vol_tv,vol_js,turn_top1
2023/4/1,24,17,0.875,0.5140966973399506,0.7708333333333335,,,
2023/5/1,25,17,0.72,0.9505229100979934,0.5423999999999999,0.24000000000000002,0.11583892158115204,0
2023/6/1,13,17,0.6923076923076923,0.7902679680745903,0.5384615384615384,0.3076923076923077,0.20381438828054893,0
2023/7/1,23,17,0.5652173913043478,1.3388720533148661,0.36483931947069936,0.3578595317725753,0.19216573300854572,0
2023/8/1,22,17,0.8636363636363636,0.48510450039094044,0.756198347107438,0.2984189723320158,0.0884509188513557,0
2023/11/1,32,17,0.28125,1.8668719832754885,0.177734375,0.5823863636363635,0.25252591920248463,0
2023/12/1,156,11,0.33974358974358976,1.7919044127983694,0.21449704142011836,0.3245192307692307,0.11675720228982917,1
2024/1/1,38,17,0.7368421052631579,0.9340279963528042,0.5650969529085872,0.5856950067476383,0.23397448060526238,1
2024/2/1,43,17,0.5348837209302325,1.483437077198497,0.33369388858842614,0.23439412484700126,0.07735214433028248,0
2024/3/1,16,17,0.75,0.8222653373287878,0.5859375,0.32558139534883723,0.1323835832977598,0
2024/4/1,17,17,0.8823529411764706,0.4437572842601484,0.7854671280276816,0.13235294117647056,0.03046618537025434,0
2024/5/1,21,17,0.9047619047619048,0.3805062184775959,0.8231292517006804,0.07002801120448181,0.037255837156778535,0
2024/6/1,16,17,0.4375,1.7479662368880953,0.2421875,0.46726190476190477,0.180987237426254,0
2024/8/1,21,17,0.7619047619047619,0.8660598702493092,0.5963718820861678,0.5148809523809523,0.2488397853364178,0
2024/9/1,14,17,1,0,1,0.2380952380952381,0.09058594194071046,0
2024/10/1,21,17,0.5714285714285714,1.3605197119169674,0.365079365079365,0.42857142857142855,0.17812578671122917,0
2024/11/1,13,17,0.6923076923076923,1.0437938808441543,0.5029585798816567,0.1978021978021978,0.08052910506654484,0
2024/12/1,12,17,0.5,1.473502385080649,0.3055555555555555,0.2692307692307692,0.12128358169968768,0
2025/1/1,20,17,0.65,1.094408629847781,0.4600000000000001,0.26666666666666666,0.09114190768181016,0
2025/2/1,11,17,0.7272727272727273,0.5859526183035508,0.6033057851239669,0.2,0.07943632346024601,0
2025/3/1,19,22,0.47368421052631576,1.31994550100933,0.31855955678670356,0.5167464114832536,0.19845091293287992,1
2025/4/1,16,17,0.8125,0.6019239717322894,0.6796875,0.6644736842105263,0.279765622859083,1
2025/5/1,23,17,0.6521739130434783,1.2260772645144766,0.45179584120982985,0.22282608695652173,0.10142805080217782,0
2025/6/1,14,9,0.2857142857142857,1.6114722042607263,0.22448979591836735,0.5403726708074533,0.2524406564647541,1
2025/7/1,24,17,0.5833333333333334,1.1906638540986976,0.40972222222222227,0.4166666666666667,0.1833115626691002,1
2025/3/1,75,13,0.22666666666666666,2.5148017597488557,0.1168,,,
2025/4/1,228,12,0.20614035087719298,2.654961193687965,0.10526315789473684,0.35789473684210527,0.13236744663221045,1
2025/5/1,136,12,0.16911764705882354,2.77067836968808,0.08239619377162631,0.25077399380804954,0.07506009948172684,0
2025/6/1,264,12,0.22348484848484848,2.6475143430312382,0.10370752984389346,0.24754901960784312,0.0667749446115801,0
2025/7/1,263,12,0.21292775665399238,2.570727290520893,0.10532174818198903,0.23342262933517688,0.0847683130668796,0
2025/8/1,16,4,0.1875,2.2739657164192466,0.1171875,0.341967680608365,0.15286671195593696,1
2025/5/1,30,1,0.13333333333333333,2.6731669915179066,0.08,,,
2025/6/1,410,1,0.10975609756097561,2.9179843814216313,0.06325996430696015,0.35203252032520327,0.11769082599938992,0
2025/7/1,525,15,0.1295238095238095,2.8032926887099947,0.07437278911564627,0.2025087108013937,0.05921740263465058,1
2025/3/1,10,5,0.2,1.8866967846580784,0.16000000000000003,,,
2025/4/1,244,18,0.1557377049180328,2.704804880695951,0.09338887395861328,0.32622950819672136,0.1333092322167298,1
2025/5/1,112,25,0.16071428571428573,2.861760285444657,0.0742984693877551,0.305327868852459,0.08433320897596261,1
2025/6/1,285,25,0.15789473684210525,2.9020736102621147,0.07393044013542627,0.25526315789473686,0.07758300690357728,0
2025/7/1,270,7,0.13703703703703704,2.926909992139148,0.07237311385459533,0.20194931773879138,0.04423380871216623,1
2025/8/1,11,10,0.36363636363636365,1.7677614722893296,0.2066115702479339,0.5757575757575757,0.3035048915344948,1
